customer_id,age,gender,city,income_bracket,tenure_months,card_type
C102504,40,M,Simpsonhaven,Mid,15,Green
C102505,39,F,Lake Jeffreyview,Low,132,Green
C102506,41,M,Patelmouth,High,61,Green
C102507,43,M,South Jamesland,Mid,148,Gold
C102508,24,M,Lake Jeremiahchester,High,138,Gold
C102509,34,M,East Jamesmouth,High,87,Gold
C102510,40,F,Bryanville,Low,105,Green
C102511,27,F,South Ryantown,High,34,Gold
C102512,30,M,Marybury,Mid,124,Gold
C102513,35,F,South Johnmouth,Mid,110,Green
C102514,36,F,Port Matthewbury,Mid,176,Gold
C102515,40,M,Port Carolmouth,Affluent,33,Gold
C102516,28,F,Lake Seanville,Low,98,Gold
C102517,48,M,North Sabrinafurt,Mid,61,Gold
C102518,36,F,Pamelaland,High,10,Green
C102519,39,M,North Samantha,High,84,Gold
C102520,33,F,Brownchester,High,65,Gold
C102521,40,M,North Ericaside,Low,77,Gold
C102522,56,F,West Melissafurt,Mid,1,Gold
C102523,33,M,New Karenbury,Mid,133,Platinum
C102524,32,M,South Patrickchester,High,80,Platinum
C102525,28,F,West Debratown,Mid,15,Gold
C102526,37,F,Holmesshire,Mid,28,Gold
C102527,37,F,North Curtis,Affluent,23,Green
C102528,38,F,New Kristineborough,Low,109,Gold
C102529,43,F,Lake William,Affluent,107,Gold
C102530,41,M,Robertmouth,High,145,Green
C102531,37,M,East Devin,High,113,Green
C102532,59,M,North Davidshire,Mid,98,Green
C102533,45,F,Palmerstad,Low,141,Green
C102534,26,M,Brandyside,High,142,Green
C102535,21,M,East Terrance,High,139,Green
C102536,30,F,Kellytown,High,28,Gold
C102537,39,M,North John,Low,42,Green
C102538,29,M,South Mauriceborough,High,99,Green
C102539,31,F,Port Casey,High,61,Platinum
C102540,38,M,Lake Thomas,High,123,Green
C102541,34,F,Greenemouth,High,64,Platinum
C102542,21,M,Christinachester,High,31,Gold
C102543,49,M,Francismouth,Mid,81,Green
C102544,47,F,South Jeffreytown,Low,10,Green
C102545,23,M,Lake Jerry,Mid,8,Green
C102546,38,M,East Timothy,Low,149,Green
C102547,25,F,Lindsayfurt,Mid,59,Green
C102548,31,M,South Jack,Mid,178,Green
C102549,43,M,West Alejandrostad,Low,30,Green
C102550,46,M,New Dariusport,Mid,145,Gold
C102551,46,F,Leeshire,Low,20,Green
C102552,40,M,Bradleytown,High,48,Platinum
C102553,52,F,East Justin,Affluent,130,Green
C102554,31,M,West Jennifer,Low,37,Platinum
C102555,33,M,Melaniebury,Affluent,129,Green
C102556,21,F,East Andrew,Mid,132,Gold
C102557,36,M,Reneetown,Mid,100,Green
C102558,44,M,South Diana,Low,54,Gold
C102559,41,F,West Sharonport,Mid,122,Green
C102560,31,F,Allenstad,High,25,Gold
C102561,47,M,New Tiffany,High,131,Green
C102562,37,M,Johnsland,Low,9,Gold
C102563,46,M,East Nicoleberg,Low,34,Green
C102564,43,F,East Amanda,Mid,43,Gold
C102565,53,F,Louischester,Mid,74,Green
C102566,41,F,North Kathryn,Mid,94,Green
C102567,44,M,Port Amanda,Mid,22,Gold
C102568,37,M,West John,High,70,Centurion
C102569,32,M,Moniquehaven,Affluent,130,Gold
C102570,43,M,Clarkland,Mid,94,Gold
C102571,54,F,Gibbsland,Affluent,32,Gold
C102572,31,M,New Paul,Mid,106,Gold
C102573,35,F,Victormouth,Mid,144,Green
C102574,38,F,West Jennifer,Mid,1,Green
C102575,45,M,Baldwinfort,Mid,72,Platinum
C102576,41,F,Adamsfurt,Affluent,176,Gold
C102577,48,M,East Jeffreyborough,Mid,50,Gold
C102578,59,M,Royfurt,Mid,141,Gold
C102579,30,M,West Ronald,Mid,15,Green
C102580,44,M,Duncanstad,Low,53,Green
C102581,41,M,Andreaberg,High,172,Gold
C102582,38,F,West Seanstad,Mid,8,Green
C102583,44,F,New Blake,Mid,74,Green
C102584,35,M,Ronaldmouth,Mid,46,Gold
C102585,41,F,Ortizfort,Mid,69,Centurion
C102586,23,F,Joshuatown,Low,114,Green
C102587,32,F,South Jesus,High,147,Gold
C102588,49,M,West Rachelport,Mid,166,Green
C102589,49,M,Port Joshuabury,High,123,Green
C102590,40,F,North Charleston,High,139,Platinum
C102591,33,F,West James,High,117,Gold
C102592,47,M,Johnview,Mid,43,Green
C102593,51,F,Lake Cassandra,Mid,20,Gold
C102594,33,M,Port Karen,Low,148,Green
C102595,21,F,Alanport,High,21,Gold
C102596,42,M,Lynnfurt,Mid,82,Green
C102597,48,F,Underwoodtown,Mid,57,Platinum
C102598,44,F,Valdezberg,Mid,178,Gold
C102599,55,M,Perezborough,Low,74,Green
C102600,55,M,Hallshire,Mid,98,Platinum
C102601,34,F,Sharpmouth,Low,154,Centurion
C102602,40,F,Latoyamouth,High,158,Green
C102603,32,F,South Kayla,Mid,110,Platinum
C102604,26,F,Clarkmouth,Low,115,Platinum
C102605,27,F,West Donberg,Mid,159,Gold
C102606,45,M,Sherrytown,Low,42,Centurion
C102607,41,F,Cochranstad,Mid,68,Gold
C102608,47,M,Jeremiahchester,High,70,Gold
C102609,65,M,Farmerside,Low,78,Platinum
C102610,43,F,Marktown,High,90,Gold
C102611,29,F,East Ericmouth,Low,111,Gold
C102612,49,M,Bairdborough,Mid,112,Green
C102613,29,M,Brownfurt,High,103,Platinum
C102614,57,F,South Daniel,Mid,145,Gold
C102615,21,M,Fowlerport,Low,19,Gold
C102616,31,F,East Damonside,Mid,179,Gold
C102617,44,F,North Margaret,Mid,70,Green
C102618,50,F,Johnsonborough,High,63,Green
C102619,30,M,South Justinbury,Mid,75,Gold
C102620,28,M,Donnaland,High,158,Gold
C102621,39,F,Brownhaven,High,153,Platinum
C102622,58,M,East Markchester,Mid,104,Gold
C102623,21,F,Mooreville,Affluent,75,Platinum
C102624,34,M,New Robert,Mid,128,Green
C102625,40,M,South Stephanieborough,Affluent,154,Centurion
C102626,29,F,Port Jamie,Low,56,Green
C102627,29,F,Meyersfort,High,22,Gold
C102628,35,M,New Barbara,Mid,89,Gold
C102629,41,F,Brianahaven,Mid,19,Green
C102630,35,F,Hilltown,Mid,159,Green
C102631,54,F,South Caleb,High,26,Green
C102632,44,M,Jacobsbury,Low,170,Gold
C102633,42,M,Reneefort,Low,169,Green
C102634,49,F,Fordton,High,23,Centurion
C102635,42,M,West Debbiemouth,High,47,Green
C102636,33,M,Isabellaport,Affluent,13,Centurion
C102637,35,M,Austinburgh,High,66,Green
C102638,25,M,Wrightchester,Affluent,144,Green
C102639,60,F,Cruzburgh,High,73,Green
C102640,48,M,South Hollyton,Mid,156,Platinum
C102641,21,M,Port Eric,Low,77,Gold
C102642,52,F,Elizabethland,High,163,Green
C102643,21,F,South Robert,Mid,169,Green
C102644,43,M,West Charlesville,Low,31,Green
C102645,21,F,Robertburgh,Mid,85,Gold
C102646,33,M,Jaredton,Affluent,160,Green
C102647,52,M,Johnsonmouth,Mid,59,Gold
C102648,53,F,Cooperfurt,Mid,41,Gold
C102649,41,F,South Benjamin,Mid,112,Platinum
C102650,46,F,Dannyberg,Mid,96,Gold
C102651,22,F,Ellenmouth,Mid,168,Green
C102652,43,F,Murrayland,Mid,122,Centurion
C102653,47,F,Lake Stephanie,Low,156,Green
C102654,66,F,South Lori,High,165,Gold
C102655,31,F,East Mary,Mid,105,Platinum
C102656,38,F,East Kellyside,High,74,Green
C102657,38,M,Jacksontown,High,132,Green
C102658,45,M,Ericstad,Mid,99,Green
C102659,47,M,East Jennifer,High,126,Green
C102660,49,F,South Heather,Mid,138,Green
C102661,48,F,South Hannahmouth,High,175,Green
C102662,21,F,New Adamfurt,Mid,75,Green
C102663,21,M,East Nicholas,High,14,Platinum
C102664,32,M,East Christopher,Mid,38,Gold
C102665,37,M,Johnsontown,Mid,140,Gold
C102666,31,F,Loriland,Low,45,Gold
C102667,32,F,North Laura,High,145,Platinum
C102668,34,F,Lake Gary,High,163,Platinum
C102669,44,M,Huntmouth,Mid,75,Platinum
C102670,26,M,Annaborough,Mid,169,Platinum
C102671,37,M,New Randall,Mid,29,Green
C102672,37,M,Martinezborough,High,18,Gold
C102673,44,F,West Marcustown,Low,20,Gold
C102674,50,M,Valdeztown,High,14,Gold
C102675,56,F,Lewisbury,Mid,162,Gold
C102676,29,F,Lake Lisastad,Mid,177,Green
C102677,21,M,North Nicolechester,Low,54,Green
C102678,35,M,Katrinafort,Low,31,Platinum
C102679,21,F,Lake Amandashire,Mid,58,Gold
C102680,68,M,West Susan,Mid,104,Green
C102681,28,F,Tinafurt,High,170,Green
C102682,44,M,West Gregory,Low,128,Gold
C102683,48,F,Tiffanyfort,Mid,158,Gold
C102684,41,M,West Andresshire,Mid,25,Gold
C102685,60,F,Reyesbury,Low,19,Green
C102686,35,M,East Andrewville,Low,136,Green
C102687,28,M,Joelchester,Mid,3,Green
C102688,28,M,New Christopher,Mid,86,Gold
C102689,46,F,West Victor,Mid,145,Green
C102690,35,M,East Nicholas,Mid,142,Green
C102691,28,F,East Sandramouth,Mid,9,Gold
C102692,42,F,Dennismouth,Low,94,Platinum
C102693,45,M,New Latoyachester,Mid,149,Green
C102694,40,M,Karenbury,Affluent,165,Gold
C102695,47,M,Matthewborough,Mid,139,Centurion
C102696,38,F,Lake Vanessabury,High,20,Platinum
C102697,31,F,Boydburgh,Mid,35,Platinum
C102698,46,F,Sotoland,High,53,Gold
C102699,28,F,Jonesborough,High,175,Green
C102700,25,F,Lake Victoriaborough,Mid,110,Gold
C102701,50,M,North Glenn,Affluent,180,Gold
C102702,34,F,East William,Low,136,Gold
C102703,56,M,Hardyport,Low,4,Gold
C102704,47,M,Lake James,High,155,Gold
C102705,33,F,Thompsonbury,High,172,Centurion
C102706,43,F,Justinmouth,Low,168,Green
C102707,65,M,West Michelle,Mid,102,Green
C102708,46,F,Millerstad,Low,47,Gold
C102709,44,M,Grayfort,Mid,94,Green
C102710,31,F,Hendersonchester,High,172,Gold
C102711,58,M,Port Stephanie,Mid,48,Green
C102712,52,M,Smithfurt,Mid,91,Gold
C102713,31,F,Dickersonport,Mid,180,Gold
C102714,58,F,New Jessica,Low,84,Green
C102715,39,F,Oscarport,Mid,68,Green
C102716,28,F,Campbellside,Mid,139,Green
C102717,31,F,Jonesberg,Affluent,125,Green
C102718,47,F,Gonzalezborough,High,73,Gold
C102719,28,F,North Michellestad,Low,4,Gold
C102720,25,F,Sullivanchester,High,76,Green
C102721,33,F,Wallerstad,High,73,Gold
C102722,34,M,Burnsshire,High,77,Green
C102723,30,F,South Nicoleville,Mid,48,Platinum
C102724,33,F,Frederickburgh,Mid,154,Green
C102725,48,M,Port Samuel,Mid,102,Platinum
C102726,40,F,Kelseystad,Low,106,Gold
C102727,32,M,Reidstad,Mid,77,Gold
C102728,33,M,Lake Paulchester,Mid,39,Gold
C102729,36,F,East Tim,Mid,58,Platinum
C102730,37,M,Crystaltown,High,19,Platinum
C102731,37,F,West Catherine,Mid,88,Gold
C102732,47,M,West John,Low,113,Green
C102733,40,F,North Darryl,Affluent,77,Platinum
C102734,40,M,Lake Jenniferfurt,Affluent,77,Green
C102735,53,M,Mccarthyland,High,28,Platinum
C102736,58,F,South Gabriel,Affluent,66,Gold
C102737,24,M,Kingport,Mid,10,Platinum
C102738,21,M,Willischester,Affluent,126,Platinum
C102739,34,M,North Daisystad,Low,58,Green
C102740,46,M,West Kaitlyn,Mid,142,Gold
C102741,42,M,Haletown,Mid,125,Green
C102742,49,M,Port Travis,Low,112,Green
C102743,33,M,North Kimchester,Low,84,Gold
C102744,21,F,Penachester,Mid,143,Green
C102745,22,F,East Nicholas,High,96,Gold
C102746,44,F,East Tom,Mid,33,Centurion
C102747,49,M,South Ashleyborough,Low,145,Gold
C102748,21,F,East Brian,High,152,Green
C102749,53,M,Port Katherine,Mid,158,Platinum
C102750,43,F,Tonyachester,Mid,141,Platinum
C102751,37,M,Simsville,High,47,Gold
C102752,31,F,North Kelly,Mid,112,Gold
C102753,55,F,Martinezland,Mid,144,Platinum
C102754,47,M,Anthonybury,Affluent,43,Green
C102755,43,F,Washingtonville,Mid,8,Platinum
C102756,29,M,North Josephtown,Mid,3,Platinum
C102757,55,F,North Jasontown,High,125,Platinum
C102758,38,F,Morrisonview,High,12,Green
C102759,41,M,Kennedymouth,Low,84,Platinum
C102760,38,M,Rogersmouth,Low,16,Gold
C102761,29,F,Lisastad,Low,78,Gold
C102762,41,F,Grayton,Mid,59,Platinum
C102763,45,F,Morganville,Mid,177,Green
C102764,33,F,South Monicafurt,Low,63,Green
C102765,40,M,North Carolyn,Affluent,49,Platinum
C102766,38,F,Stephaniebury,Mid,51,Platinum
C102767,48,F,Shannonfort,Mid,33,Platinum
C102768,34,M,Kellertown,Mid,30,Green
C102769,40,M,Allenstad,High,76,Gold
C102770,42,M,Port Jillmouth,Low,15,Green
C102771,34,F,New Todd,Mid,82,Platinum
C102772,28,M,West Ronniefort,High,92,Green
C102773,30,F,Lake Paulborough,Mid,23,Gold
C102774,42,F,Port Abigail,Mid,94,Gold
C102775,35,M,East Tylerland,Mid,45,Centurion
C102776,35,M,Marisaside,Low,62,Gold
C102777,44,M,Jacksonmouth,Low,15,Gold
C102778,49,M,South Elainebury,Mid,46,Green
C102779,51,M,East George,Mid,64,Gold
C102780,31,F,North Ryantown,Low,174,Gold
C102781,48,F,West Raven,High,172,Green
C102782,60,F,Jeffreyview,Affluent,75,Gold
C102783,39,M,Lynnville,High,157,Platinum
C102784,37,F,New Cynthia,High,52,Green
C102785,34,F,Davismouth,Mid,88,Green
C102786,26,M,New Katie,Affluent,57,Gold
C102787,47,M,Lake Matthewfurt,Low,83,Platinum
C102788,37,F,Stokesbury,Affluent,66,Green
C102789,36,F,Darrellland,Affluent,150,Platinum
C102790,45,M,North Matthewshire,High,20,Platinum
C102791,46,F,Lake Sheri,Affluent,33,Green
C102792,31,F,Davidmouth,Mid,72,Green
C102793,31,M,Raytown,Mid,25,Gold
C102794,31,M,Bryanside,Mid,46,Centurion
C102795,61,F,Port Paul,Mid,73,Gold
C102796,54,M,Floresstad,Low,98,Gold
C102797,45,F,New Elizabeth,Mid,57,Green
C102798,33,M,North Randall,Affluent,87,Gold
C102799,35,F,Stewartport,Low,133,Gold
C102800,41,F,South Erin,High,55,Green
C102801,62,M,New Justin,Affluent,61,Gold
C102802,41,M,New Lukehaven,Affluent,89,Green
C102803,43,F,West Wendyshire,Affluent,8,Gold
C102804,21,M,Welchborough,Mid,16,Green
C102805,40,F,Carterfurt,Affluent,176,Green
C102806,22,M,Port Masonborough,High,116,Platinum
C102807,32,M,Lake Jill,Low,61,Green
C102808,38,M,Port Tony,Mid,15,Gold
C102809,34,M,Evansburgh,High,150,Green
C102810,31,M,New Philipchester,Mid,131,Green
C102811,31,F,Mooneyfurt,Mid,102,Green
C102812,35,F,Jonesport,High,54,Green
C102813,35,F,Heatherborough,Low,14,Green
C102814,38,M,Davismouth,Mid,36,Platinum
C102815,37,M,Port Sarahport,High,105,Green
C102816,52,M,Penashire,Mid,82,Green
C102817,21,M,South Heather,Low,67,Platinum
C102818,40,F,Phyllisborough,Low,10,Green
C102819,38,F,Port Kaitlin,Mid,49,Gold
C102820,36,M,West Jessicashire,Affluent,111,Green
C102821,30,F,Lake Kristenberg,Mid,65,Green
C102822,36,M,Clementschester,Mid,57,Gold
C102823,21,F,North Cody,Mid,27,Centurion
C102824,40,F,Whiteton,Mid,113,Green
C102825,42,M,New Debrashire,High,133,Gold
C102826,30,F,Bookerfurt,High,71,Green
C102827,59,F,North David,Low,83,Green
C102828,36,M,Burnsburgh,Mid,57,Platinum
C102829,38,F,Parsonsland,Low,120,Green
C102830,52,F,Hancockfurt,Mid,93,Platinum
C102831,61,F,Cynthiamouth,High,15,Green
C102832,25,F,Alexanderville,Low,111,Platinum
C102833,31,M,North Tracyhaven,Mid,101,Gold
C102834,36,M,North Brenda,Mid,119,Platinum
C102835,29,M,Hillville,Affluent,76,Green
C102836,47,M,South Todd,Affluent,158,Platinum
C102837,28,F,Evansberg,Low,20,Gold
C102838,51,M,West Bryanside,High,165,Gold
C102839,44,F,South Lisa,Mid,131,Platinum
C102840,50,F,South Angelaside,Mid,73,Gold
C102841,28,F,Brownshire,High,122,Platinum
C102842,33,M,Port Karenville,Affluent,41,Green
C102843,47,M,Port Carol,Affluent,167,Gold
C102844,45,M,North Angela,Mid,154,Platinum
C102845,34,F,Davidberg,Mid,130,Green
C102846,36,F,Lake Evan,High,23,Gold
C102847,33,M,Melissaton,Mid,23,Centurion
C102848,36,M,North Williamstad,Mid,144,Gold
C102849,27,F,South Tiffany,Mid,9,Green
C102850,25,M,East Kevinhaven,High,13,Green
C102851,49,F,Donnamouth,Mid,156,Platinum
C102852,35,F,New Tracy,Low,155,Centurion
C102853,50,F,Alexandrastad,Affluent,51,Centurion
C102854,44,F,Lake Corey,Low,64,Gold
C102855,41,F,East Benjaminberg,Mid,52,Gold
C102856,30,M,Melissaborough,Mid,38,Green
C102857,24,F,New Andrea,Low,100,Green
C102858,32,F,Joshuachester,Low,146,Green
C102859,54,M,New Jonathanfurt,Low,51,Green
C102860,47,M,South Stephen,High,137,Platinum
C102861,31,M,Ericaberg,Mid,141,Platinum
C102862,33,F,North Crystal,Affluent,168,Gold
C102863,27,M,Wandaborough,Mid,55,Centurion
C102864,21,F,Annehaven,Mid,109,Centurion
C102865,39,M,South Lorraine,Mid,171,Gold
C102866,56,F,Victoriachester,Mid,44,Gold
C102867,57,M,Johnsonbury,High,110,Green
C102868,44,M,West Davidville,Mid,161,Gold
C102869,31,M,Jonesland,Mid,152,Green
C102870,22,M,Reginaview,High,164,Green
C102871,49,F,Port Lauren,Affluent,128,Platinum
C102872,42,F,Alejandrofurt,High,105,Green
C102873,34,M,South Stephanie,Mid,10,Green
C102874,32,M,East Alishaport,High,100,Gold
C102875,44,M,Davisstad,Mid,148,Gold
C102876,28,F,Andreaville,Mid,109,Green
C102877,40,M,East Louisfurt,Mid,108,Green
C102878,24,F,West Linda,Mid,140,Centurion
C102879,62,F,Woodsberg,Low,146,Green
C102880,30,F,Alberthaven,Mid,94,Platinum
C102881,45,M,Lake David,High,63,Gold
C102882,24,M,Bradleyview,Mid,84,Gold
C102883,36,F,Lake Daniellestad,Low,25,Green
C102884,47,M,Lake Charlotte,Low,12,Platinum
C102885,50,M,Whitestad,Affluent,149,Platinum
C102886,46,F,Shawview,Mid,25,Green
C102887,36,M,Meyerbury,Mid,11,Green
C102888,30,M,Cynthialand,High,64,Green
C102889,26,F,Richardmouth,High,126,Platinum
C102890,54,F,Lake Christopherbury,Mid,50,Gold
C102891,39,M,East Barbaraland,High,89,Green
C102892,41,F,Angelafort,High,99,Green
C102893,50,F,South Ericaberg,High,116,Gold
C102894,44,F,Jimenezside,Low,96,Platinum
C102895,36,M,South Alexanderborough,High,177,Gold
C102896,46,F,Lake Ronaldside,Mid,14,Green
C102897,31,M,Johnhaven,Mid,1,Green
C102898,21,M,New Shaneburgh,Mid,25,Gold
C102899,53,M,East Charles,Low,72,Green
C102900,32,M,New Michael,Low,69,Platinum
C102901,34,F,South Tylerburgh,High,133,Gold
C102902,35,F,Taramouth,Low,105,Green
C102903,31,M,Port Amber,Mid,147,Gold
C102904,50,M,West Kevinport,Mid,23,Gold
C102905,42,M,Jasonshire,Low,9,Gold
C102906,34,M,Robinsonport,Affluent,118,Platinum
C102907,23,M,South Patriciafort,Mid,94,Gold
C102908,41,M,West Adammouth,Mid,178,Platinum
C102909,21,M,Kennethville,Mid,144,Gold
C102910,40,M,West Pamelaburgh,Mid,33,Green
C102911,52,F,Gomezville,Low,130,Green
C102912,38,M,Vasquezland,High,14,Platinum
C102913,51,M,South David,Affluent,1,Platinum
C102914,24,M,Smithview,Mid,90,Gold
C102915,60,M,South Randall,High,89,Gold
C102916,50,F,Michaelburgh,High,144,Green
C102917,43,F,Danielmouth,High,90,Gold
C102918,31,F,Martinstad,Mid,175,Centurion
C102919,29,F,Smithborough,Mid,172,Platinum
C102920,37,M,East Justinberg,Mid,14,Green
C102921,51,M,Fishermouth,High,152,Green
C102922,23,F,East Elizabethfort,High,111,Gold
C102923,38,F,Davidfort,Low,143,Gold
C102924,46,F,Marshberg,Mid,83,Green
C102925,48,M,Karenfurt,Affluent,72,Gold
C102926,46,M,Andersonville,High,162,Green
C102927,22,M,East Erichaven,Affluent,130,Platinum
C102928,50,M,Port Gabrielleton,High,27,Gold
C102929,38,F,Russelltown,Mid,74,Platinum
C102930,26,M,Castilloport,Mid,99,Platinum
C102931,37,M,Millerchester,High,72,Gold
C102932,21,F,New Elijah,Low,23,Platinum
C102933,44,M,East Juan,Mid,68,Gold
C102934,36,M,Port Josephbury,High,142,Centurion
C102935,24,M,Gonzalezville,Low,117,Green
C102936,34,M,East Victoria,High,106,Platinum
C102937,30,M,East David,Mid,93,Green
C102938,30,M,Johnsonborough,Affluent,65,Green
C102939,21,F,South Andres,Low,68,Gold
C102940,21,F,North Michelle,Mid,128,Gold
C102941,35,M,Russellport,Mid,63,Green
C102942,33,F,East Matthew,Mid,113,Gold
C102943,48,M,Brownchester,High,90,Platinum
C102944,31,F,West Danielstad,High,81,Green
C102945,32,M,Sherrychester,Low,103,Gold
C102946,32,M,West Patty,Mid,160,Green
C102947,35,M,North Aaron,Mid,116,Gold
C102948,39,M,Jasonfort,Mid,13,Gold
C102949,33,F,Rebekahville,Affluent,124,Green
C102950,44,M,Lopezfort,High,147,Centurion
C102951,63,M,Matthewville,High,152,Gold
C102952,28,F,Lake Alexanderside,High,88,Platinum
C102953,42,M,West Michael,Mid,11,Gold
C102954,38,F,Juliashire,Affluent,15,Platinum
C102955,49,F,Johnview,High,10,Green
C102956,40,M,New Patrick,High,41,Green
C102957,30,M,East Crystalville,High,155,Gold
C102958,25,M,New Tanyaborough,Mid,73,Platinum
C102959,44,M,Lake Sean,High,52,Green
C102960,26,M,North Shellymouth,Low,128,Centurion
C102961,51,M,Jessicaborough,Mid,28,Green
C102962,44,F,North David,Mid,65,Green
C102963,38,M,Pierceview,Affluent,17,Green
C102964,23,M,Patriciamouth,High,95,Gold
C102965,45,M,South Carloschester,High,172,Platinum
C102966,55,F,East Carolberg,High,138,Green
C102967,33,M,Brandonshire,Mid,63,Gold
C102968,29,M,Port Teresaborough,Affluent,175,Green
C102969,36,M,Simpsonside,Mid,38,Gold
C102970,43,M,East Samuelhaven,Mid,70,Green
C102971,32,M,Hartfurt,Low,104,Gold
C102972,47,F,Lawsonborough,High,53,Gold
C102973,59,F,North Ernest,High,172,Gold
C102974,41,F,New Heather,Mid,119,Green
C102975,34,F,Gordonhaven,Low,74,Green
C102976,42,F,Kevinbury,High,54,Gold
C102977,50,F,Jeanetteside,Low,20,Platinum
C102978,39,M,East Jeffreyside,High,79,Platinum
C102979,43,M,West Benjamin,Affluent,31,Platinum
C102980,45,M,West Sara,Mid,135,Centurion
C102981,28,M,Morganton,Mid,58,Gold
C102982,43,M,Port Jason,High,105,Green
C102983,23,F,North Deborahstad,High,10,Green
C102984,30,M,Christopherside,Mid,10,Gold
C102985,50,F,Jenniferchester,Affluent,39,Gold
C102986,47,F,Markton,Low,156,Platinum
C102987,35,M,Port Michaelview,Mid,158,Green
C102988,56,M,West Teresa,High,37,Gold
C102989,23,M,Lake Juliefurt,High,119,Gold
C102990,35,M,Mollyside,Low,67,Gold
C102991,41,M,Port Scott,High,43,Green
C102992,21,F,Josephshire,Mid,52,Platinum
C102993,36,M,Moorebury,Mid,101,Green
C102994,25,F,Richardsonfort,Low,56,Platinum
C102995,25,F,South Hunterburgh,High,76,Centurion
C102996,35,M,East Ashley,Low,68,Green
C102997,21,F,Lake Julian,Mid,137,Green
C102998,29,M,Frankburgh,Mid,106,Gold
C102999,21,F,Mcdanielborough,High,125,Gold
C103000,39,M,East Charlesbury,High,92,Green
C103001,39,F,Stoutfurt,High,23,Platinum
C103002,34,M,Lake Alisontown,Mid,109,Gold
C103003,48,F,South Patrickville,Mid,61,Green
C103004,34,M,Port Mariaton,Mid,168,Gold
C103005,37,M,East Kayla,High,44,Green
C103006,28,M,Douglastown,Affluent,152,Green
C103007,21,F,Port Danielmouth,Low,179,Gold
C103008,36,F,East Donaldshire,High,161,Green
C103009,34,F,Ochoaport,Low,16,Gold
C103010,56,F,Timothybury,Mid,22,Centurion
C103011,45,F,New Heatherside,Mid,57,Platinum
C103012,33,M,North Malloryville,Mid,62,Green
C103013,39,M,Curtischester,Mid,107,Green
C103014,47,F,North Rhonda,Mid,71,Gold
C103015,43,F,East Ronaldberg,Mid,90,Gold
C103016,56,M,Dianabury,High,72,Platinum
C103017,29,F,Mcdanielville,Mid,70,Gold
C103018,48,F,Jacksonville,Low,30,Green
C103019,33,F,North Stephanie,High,103,Gold
C103020,40,F,Michaelmouth,Mid,151,Platinum
C103021,31,M,West Sandraland,Mid,32,Platinum
C103022,36,F,New Edwardchester,High,86,Green
C103023,40,M,Carolchester,Mid,57,Gold
C103024,44,M,Lake Gloria,Low,109,Green
C103025,38,M,Michaelville,Mid,9,Gold
C103026,21,F,Sabrinastad,Affluent,31,Green
C103027,37,F,Lisaland,Mid,71,Platinum
C103028,54,F,Port Sarahberg,High,137,Gold
C103029,37,F,West Dylan,Mid,13,Platinum
C103030,54,F,Griffithfort,Low,131,Centurion
C103031,36,M,North Beckyview,Mid,35,Green
C103032,21,F,North Marcus,High,21,Gold
C103033,33,M,East Katrina,Low,64,Platinum
C103034,31,F,Luischester,Mid,95,Gold
C103035,35,M,Steelechester,Mid,180,Gold
C103036,24,M,Devonbury,Mid,34,Gold
C103037,37,M,Barnesfort,Affluent,121,Gold
C103038,34,F,Patelbury,Low,163,Green
C103039,52,M,Millerchester,Mid,15,Gold
C103040,24,M,Lake Christopher,Low,120,Green
C103041,40,F,Aarontown,Affluent,96,Green
C103042,42,M,Angelaberg,Low,6,Green
C103043,46,F,North Rhondastad,Mid,109,Green
C103044,34,F,West Steven,High,97,Gold
C103045,40,F,Sanchezbury,High,32,Green
C103046,41,M,Lake Devinberg,Mid,180,Green
C103047,21,M,Quinnchester,Mid,83,Platinum
C103048,34,M,Brianville,Mid,156,Platinum
C103049,37,M,South Maryburgh,Mid,118,Platinum
C103050,38,M,East Michaelland,Mid,79,Platinum
C103051,38,F,North Alexander,Mid,78,Green
C103052,42,F,Hernandezburgh,Mid,147,Green
C103053,59,M,Manninghaven,Mid,107,Green
C103054,31,M,Theodoremouth,High,126,Platinum
C103055,42,F,Harringtontown,Affluent,15,Platinum
C103056,52,M,Danielton,Mid,134,Green
C103057,21,F,New Karenhaven,Low,73,Green
C103058,40,M,North Randy,Low,101,Gold
C103059,21,F,Fraziermouth,Affluent,98,Green
C103060,62,F,Samanthahaven,Mid,166,Gold
C103061,43,F,Jennachester,Low,26,Platinum
C103062,42,M,West Teresa,Mid,92,Gold
C103063,21,M,Spenceberg,Mid,125,Platinum
C103064,32,M,South Christine,Mid,179,Green
C103065,32,F,South Isaiah,Mid,73,Gold
C103066,57,F,Port Heatherfort,Low,123,Platinum
C103067,46,F,Denisefurt,Affluent,53,Gold
C103068,21,M,Martinstad,Mid,78,Gold
C103069,43,M,Leeville,High,92,Gold
C103070,21,M,North Michaelmouth,High,88,Platinum
C103071,21,F,East Julianside,Mid,13,Green
C103072,42,M,North Jasontown,Mid,43,Green
C103073,46,M,Jacobborough,Mid,76,Green
C103074,43,F,East Josephshire,Mid,51,Platinum
C103075,58,F,New Valeriefort,High,19,Centurion
C103076,42,F,North Leonardport,Affluent,149,Green
C103077,39,F,West Karenfurt,Low,122,Green
C103078,24,F,West Karen,Low,24,Platinum
C103079,47,M,Terriville,Affluent,26,Green
C103080,21,M,Richardhaven,High,173,Green
C103081,60,F,New Lindseyberg,High,156,Green
C103082,47,M,New Laurafort,Mid,120,Green
