exposure_id,customer_id,offer_id,merchant_id,category,exposure_date,redeemed,spend_amount,redemption_date
E1031879,C102935,O5067,M2082,Dining,2024-06-23,1,468.42,2024-07-14
E1031880,C103509,O5442,M2072,Electronics,2025-03-31,0,0.0,
E1031881,C100098,O5446,M2043,Fuel,2024-01-22,0,0.0,
E1031882,C104236,O5207,M2103,Grocery,2024-01-18,0,0.0,
E1031883,C104589,O5244,M2009,Dining,2024-06-16,1,629.75,2024-06-25
E1031884,C101735,O5366,M2145,Entertainment,2024-11-09,0,0.0,
E1031885,C101597,O5304,M2064,Fuel,2025-06-25,0,0.0,
E1031886,C103978,O5486,M2100,Grocery,2024-01-25,1,294.32,2024-02-20
E1031887,C102892,O5181,M2148,Retail,2024-08-14,0,0.0,
E1031888,C104067,O5492,M2122,Health & Wellness,2025-02-19,0,0.0,
E1031889,C100853,O5096,M2025,Entertainment,2024-09-24,1,918.71,2024-10-13
E1031890,C103181,O5586,M2089,Retail,2024-08-10,1,767.82,2024-08-18
E1031891,C101593,O5453,M2070,Fuel,2024-08-07,0,0.0,
E1031892,C100855,O5219,M2003,Dining,2024-08-17,0,0.0,
E1031893,C102461,O5329,M2012,Retail,2024-07-22,0,0.0,
E1031894,C103079,O5479,M2012,Retail,2024-03-07,0,0.0,
E1031895,C103012,O5056,M2055,Travel,2024-10-08,0,0.0,
E1031896,C102410,O5393,M2084,Travel,2024-04-02,0,0.0,
E1031897,C102423,O5378,M2017,Entertainment,2024-11-23,1,780.52,2024-12-14
E1031898,C103647,O5262,M2082,Dining,2025-05-13,0,0.0,
E1031899,C103973,O5157,M2137,Grocery,2025-03-23,0,0.0,
E1031900,C101973,O5416,M2078,Fuel,2024-10-23,0,0.0,
E1031901,C104373,O5131,M2018,Fuel,2024-06-29,0,0.0,
E1031902,C103262,O5516,M2118,Travel,2025-03-05,0,0.0,
E1031903,C100503,O5402,M2089,Retail,2024-08-29,0,0.0,
E1031904,C101757,O5312,M2022,Grocery,2024-04-19,0,0.0,
E1031905,C104174,O5394,M2062,Retail,2024-12-11,1,1470.66,2025-01-04
E1031906,C101975,O5289,M2007,Electronics,2025-03-25,0,0.0,
E1031907,C100699,O5394,M2062,Retail,2025-03-29,0,0.0,
E1031908,C100659,O5166,M2102,Fuel,2024-12-15,0,0.0,
E1031909,C104190,O5590,M2080,Grocery,2025-02-02,1,955.18,2025-02-07
E1031910,C101650,O5326,M2067,Travel,2024-04-25,0,0.0,
E1031911,C100676,O5458,M2012,Retail,2025-06-07,1,410.45,2025-06-20
E1031912,C100221,O5350,M2011,Retail,2024-07-11,0,0.0,
E1031913,C101958,O5338,M2076,Grocery,2025-01-19,1,525.86,2025-02-05
E1031914,C104866,O5140,M2082,Dining,2024-06-13,0,0.0,
E1031915,C104829,O5277,M2138,Travel,2024-12-26,0,0.0,
E1031916,C102652,O5270,M2142,Entertainment,2025-06-03,0,0.0,
E1031917,C103305,O5337,M2012,Retail,2024-07-12,0,0.0,
E1031918,C100120,O5593,M2064,Fuel,2025-01-21,1,710.72,2025-01-23
E1031919,C104225,O5542,M2006,Travel,2024-05-23,0,0.0,
E1031920,C103450,O5066,M2099,Dining,2024-11-28,0,0.0,
E1031921,C101591,O5226,M2101,Travel,2024-04-21,0,0.0,
E1031922,C103206,O5156,M2148,Retail,2025-06-29,0,0.0,
E1031923,C102931,O5293,M2045,Fuel,2024-05-28,0,0.0,
E1031924,C103546,O5065,M2080,Grocery,2025-04-01,0,0.0,
E1031925,C100793,O5110,M2118,Travel,2024-02-05,0,0.0,
E1031926,C102122,O5398,M2088,Health & Wellness,2025-01-13,1,1044.03,2025-02-08
E1031927,C104728,O5166,M2102,Fuel,2024-09-30,1,1549.12,2024-10-13
E1031928,C103396,O5315,M2145,Entertainment,2024-09-20,0,0.0,
E1031929,C102122,O5044,M2084,Travel,2025-03-14,0,0.0,
E1031930,C104232,O5597,M2135,Dining,2024-05-11,0,0.0,
E1031931,C102308,O5593,M2064,Fuel,2024-08-23,1,383.91,2024-08-28
E1031932,C103283,O5291,M2027,Travel,2025-03-28,1,1153.17,2025-04-18
E1031933,C103626,O5083,M2082,Dining,2025-05-04,0,0.0,
E1031934,C100797,O5138,M2145,Entertainment,2024-11-19,0,0.0,
E1031935,C102633,O5365,M2027,Travel,2024-02-08,0,0.0,
E1031936,C103556,O5566,M2120,Entertainment,2024-08-19,0,0.0,
E1031937,C101567,O5180,M2009,Dining,2024-06-05,0,0.0,
E1031938,C104311,O5063,M2012,Retail,2024-08-15,0,0.0,
E1031939,C104880,O5023,M2059,Health & Wellness,2025-05-07,0,0.0,
E1031940,C100363,O5574,M2115,Health & Wellness,2024-01-20,0,0.0,
E1031941,C104326,O5065,M2080,Grocery,2024-05-18,0,0.0,
E1031942,C100382,O5307,M2042,Dining,2024-12-28,1,880.98,2025-01-06
E1031943,C104330,O5259,M2092,Travel,2024-01-15,0,0.0,
E1031944,C102201,O5551,M2051,Retail,2024-08-21,0,0.0,
E1031945,C103753,O5166,M2102,Fuel,2024-08-07,0,0.0,
E1031946,C104107,O5465,M2128,Dining,2024-02-25,1,379.58,2024-03-06
E1031947,C102221,O5380,M2124,Electronics,2024-09-12,1,525.65,2024-09-30
E1031948,C102202,O5208,M2112,Dining,2024-05-15,0,0.0,
E1031949,C100518,O5434,M2000,Grocery,2024-06-10,0,0.0,
E1031950,C100235,O5043,M2074,Dining,2025-05-07,0,0.0,
E1031951,C104393,O5504,M2071,Entertainment,2024-08-28,0,0.0,
E1031952,C101267,O5490,M2109,Fuel,2024-05-17,0,0.0,
E1031953,C102170,O5216,M2100,Grocery,2024-05-29,0,0.0,
E1031954,C101515,O5084,M2124,Electronics,2024-05-13,0,0.0,
E1031955,C102345,O5039,M2096,Dining,2024-09-15,0,0.0,
E1031956,C101977,O5401,M2016,Health & Wellness,2025-03-20,0,0.0,
E1031957,C101288,O5461,M2066,Retail,2024-03-07,1,2165.1,2024-03-30
E1031958,C103179,O5563,M2103,Grocery,2025-03-28,0,0.0,
E1031959,C101197,O5345,M2013,Fuel,2024-11-25,0,0.0,
E1031960,C103176,O5488,M2096,Dining,2024-07-01,0,0.0,
E1031961,C103932,O5441,M2022,Grocery,2025-02-27,0,0.0,
E1031962,C101717,O5582,M2122,Health & Wellness,2024-03-20,0,0.0,
E1031963,C101628,O5257,M2149,Retail,2024-09-18,0,0.0,
E1031964,C104216,O5333,M2020,Travel,2024-11-05,1,409.94,2024-11-22
E1031965,C102901,O5301,M2033,Electronics,2024-07-18,0,0.0,
E1031966,C101551,O5519,M2045,Fuel,2024-02-20,1,1891.76,2024-03-08
E1031967,C102988,O5496,M2060,Entertainment,2025-04-10,1,526.6,2025-05-09
E1031968,C100543,O5317,M2089,Retail,2025-06-04,0,0.0,
E1031969,C100423,O5201,M2135,Dining,2025-01-11,0,0.0,
E1031970,C103417,O5097,M2006,Travel,2025-06-10,0,0.0,
E1031971,C103177,O5220,M2120,Entertainment,2025-02-17,0,0.0,
E1031972,C100993,O5271,M2075,Electronics,2025-03-27,0,0.0,
E1031973,C104976,O5032,M2135,Dining,2024-07-16,1,2482.16,2024-08-10
E1031974,C101531,O5197,M2006,Travel,2024-07-06,0,0.0,
E1031975,C103003,O5044,M2084,Travel,2024-07-19,1,912.65,2024-08-16
E1031976,C104386,O5218,M2100,Grocery,2024-09-29,0,0.0,
E1031977,C104426,O5064,M2144,Travel,2025-05-31,0,0.0,
E1031978,C103515,O5500,M2036,Electronics,2025-01-01,1,9554.04,2025-01-13
E1031979,C101572,O5248,M2124,Electronics,2025-06-26,0,0.0,
E1031980,C101932,O5582,M2122,Health & Wellness,2024-12-08,0,0.0,
E1031981,C100911,O5150,M2036,Electronics,2024-04-23,0,0.0,
E1031982,C103801,O5485,M2107,Fuel,2025-03-05,1,1978.96,2025-03-15
E1031983,C104411,O5135,M2115,Health & Wellness,2024-01-22,0,0.0,
E1031984,C103724,O5360,M2098,Entertainment,2025-04-08,0,0.0,
E1031985,C104030,O5168,M2121,Fuel,2024-08-17,0,0.0,
E1031986,C103311,O5315,M2145,Entertainment,2025-06-09,0,0.0,
E1031987,C100155,O5140,M2082,Dining,2024-02-20,0,0.0,
E1031988,C100928,O5106,M2051,Retail,2024-12-25,1,511.19,2025-01-16
E1031989,C103481,O5280,M2067,Travel,2025-01-23,0,0.0,
E1031990,C102035,O5484,M2072,Electronics,2024-11-03,0,0.0,
E1031991,C102729,O5271,M2075,Electronics,2025-04-09,0,0.0,
E1031992,C102332,O5038,M2148,Retail,2025-06-30,0,0.0,
E1031993,C101697,O5458,M2012,Retail,2024-05-05,0,0.0,
E1031994,C102673,O5085,M2144,Travel,2024-03-03,0,0.0,
E1031995,C100877,O5274,M2021,Travel,2024-11-22,1,3671.39,2024-12-03
E1031996,C102315,O5259,M2092,Travel,2024-04-10,0,0.0,
E1031997,C102995,O5383,M2145,Entertainment,2025-06-04,0,0.0,
E1031998,C101114,O5177,M2126,Grocery,2024-07-26,1,412.21,2024-08-16
E1031999,C101319,O5183,M2002,Fuel,2024-11-01,0,0.0,
E1032000,C103010,O5005,M2073,Grocery,2024-11-24,0,0.0,
E1032001,C100356,O5379,M2032,Retail,2024-06-27,1,696.42,2024-07-21
E1032002,C102992,O5364,M2149,Retail,2024-03-25,0,0.0,
E1032003,C101945,O5372,M2141,Retail,2024-02-25,0,0.0,
E1032004,C103379,O5257,M2149,Retail,2025-02-28,1,681.01,2025-03-07
E1032005,C100317,O5020,M2056,Retail,2024-09-27,0,0.0,
E1032006,C101860,O5593,M2064,Fuel,2024-04-04,0,0.0,
E1032007,C101340,O5123,M2086,Health & Wellness,2025-07-03,0,0.0,
E1032008,C102899,O5133,M2148,Retail,2025-05-06,1,287.99,2025-05-09
E1032009,C101019,O5591,M2070,Fuel,2024-07-16,1,371.87,2024-07-22
E1032010,C104679,O5466,M2112,Dining,2025-06-08,1,778.87,2025-06-21
E1032011,C100987,O5572,M2060,Entertainment,2025-01-05,1,1453.89,2025-01-12
E1032012,C101436,O5496,M2060,Entertainment,2024-06-21,1,592.55,2024-06-25
E1032013,C101073,O5339,M2108,Entertainment,2024-01-23,1,1279.42,2024-02-15
E1032014,C100360,O5520,M2142,Entertainment,2024-04-03,1,646.14,2024-04-06
E1032015,C104609,O5173,M2036,Electronics,2025-01-07,1,822.22,2025-02-02
E1032016,C103007,O5157,M2137,Grocery,2024-06-23,0,0.0,
E1032017,C103573,O5518,M2008,Health & Wellness,2025-06-28,0,0.0,
E1032018,C103557,O5122,M2087,Dining,2024-01-26,0,0.0,
E1032019,C100869,O5192,M2144,Travel,2025-01-12,0,0.0,
E1032020,C100876,O5273,M2006,Travel,2025-01-30,0,0.0,
E1032021,C103764,O5174,M2008,Health & Wellness,2025-06-27,0,0.0,
E1032022,C104955,O5320,M2050,Fuel,2025-02-23,0,0.0,
E1032023,C103794,O5330,M2061,Entertainment,2024-08-02,0,0.0,
E1032024,C101819,O5527,M2047,Dining,2024-04-11,0,0.0,
E1032025,C102431,O5417,M2112,Dining,2024-09-07,0,0.0,
E1032026,C104574,O5264,M2060,Entertainment,2024-08-27,0,0.0,
E1032027,C100001,O5491,M2129,Dining,2024-06-23,0,0.0,
E1032028,C101692,O5131,M2018,Fuel,2024-05-24,1,564.35,2024-06-19
E1032029,C104915,O5315,M2145,Entertainment,2024-02-28,0,0.0,
E1032030,C102189,O5277,M2138,Travel,2024-11-30,0,0.0,
E1032031,C102304,O5517,M2047,Dining,2025-02-25,0,0.0,
E1032032,C103002,O5011,M2128,Dining,2024-01-17,1,583.81,2024-02-04
E1032033,C103057,O5452,M2022,Grocery,2025-01-22,1,325.34,2025-02-07
E1032034,C103156,O5145,M2128,Dining,2025-02-15,1,1087.58,2025-02-22
E1032035,C103314,O5224,M2047,Dining,2024-02-03,0,0.0,
E1032036,C104010,O5383,M2145,Entertainment,2024-12-03,0,0.0,
E1032037,C104880,O5193,M2004,Entertainment,2024-02-22,0,0.0,
E1032038,C104533,O5406,M2033,Electronics,2025-01-25,1,311.57,2025-02-05
E1032039,C101294,O5491,M2129,Dining,2025-04-24,1,949.09,2025-05-14
E1032040,C100478,O5553,M2032,Retail,2024-06-11,0,0.0,
E1032041,C103067,O5160,M2001,Entertainment,2025-05-14,0,0.0,
E1032042,C104515,O5004,M2058,Grocery,2025-03-12,1,1049.29,2025-04-04
E1032043,C104877,O5542,M2006,Travel,2024-10-22,0,0.0,
E1032044,C103811,O5252,M2138,Travel,2024-05-15,0,0.0,
E1032045,C104570,O5316,M2119,Electronics,2024-12-18,0,0.0,
E1032046,C103458,O5239,M2079,Travel,2025-06-24,0,0.0,
E1032047,C100867,O5013,M2013,Fuel,2024-10-26,0,0.0,
E1032048,C103461,O5563,M2103,Grocery,2025-03-31,0,0.0,
E1032049,C101405,O5444,M2017,Entertainment,2024-07-21,1,9435.85,2024-07-31
E1032050,C101498,O5008,M2137,Grocery,2024-01-06,0,0.0,
E1032051,C100533,O5373,M2014,Entertainment,2025-04-27,0,0.0,
E1032052,C104831,O5363,M2062,Retail,2024-06-10,1,3350.2,2024-07-09
E1032053,C104442,O5294,M2125,Retail,2024-12-01,1,488.86,2024-12-08
E1032054,C101222,O5506,M2054,Retail,2024-06-12,0,0.0,
E1032055,C103302,O5232,M2081,Electronics,2024-10-29,0,0.0,
E1032056,C103505,O5589,M2141,Retail,2024-09-12,0,0.0,
E1032057,C103403,O5064,M2144,Travel,2024-05-26,0,0.0,
E1032058,C101359,O5393,M2084,Travel,2024-04-19,0,0.0,
E1032059,C104804,O5414,M2124,Electronics,2024-05-02,1,1096.91,2024-05-16
E1032060,C101257,O5047,M2056,Retail,2024-08-15,0,0.0,
E1032061,C103440,O5358,M2092,Travel,2024-05-15,1,337.67,2024-06-05
E1032062,C104898,O5560,M2125,Retail,2024-08-01,1,725.15,2024-08-07
E1032063,C103610,O5208,M2112,Dining,2024-02-05,0,0.0,
E1032064,C101338,O5036,M2039,Health & Wellness,2024-11-18,0,0.0,
E1032065,C100169,O5067,M2082,Dining,2025-02-22,0,0.0,
E1032066,C103508,O5259,M2092,Travel,2024-10-26,0,0.0,
E1032067,C101317,O5590,M2080,Grocery,2024-09-16,1,1032.83,2024-10-07
E1032068,C103434,O5419,M2024,Travel,2024-11-11,0,0.0,
E1032069,C104395,O5083,M2082,Dining,2024-07-23,0,0.0,
E1032070,C103061,O5243,M2006,Travel,2024-10-31,0,0.0,
E1032071,C103785,O5417,M2112,Dining,2024-11-18,0,0.0,
E1032072,C104172,O5519,M2045,Fuel,2024-10-05,0,0.0,
E1032073,C103908,O5035,M2067,Travel,2025-06-20,0,0.0,
E1032074,C104283,O5152,M2109,Fuel,2025-05-03,0,0.0,
E1032075,C100762,O5205,M2110,Retail,2024-10-19,0,0.0,
E1032076,C100899,O5224,M2047,Dining,2024-08-30,0,0.0,
E1032077,C102690,O5544,M2042,Dining,2024-03-21,1,4028.87,2024-03-27
E1032078,C102525,O5465,M2128,Dining,2024-10-07,0,0.0,
E1032079,C100017,O5283,M2072,Electronics,2024-01-16,0,0.0,
E1032080,C103844,O5005,M2073,Grocery,2025-03-21,0,0.0,
E1032081,C102907,O5097,M2006,Travel,2025-02-04,0,0.0,
E1032082,C101949,O5478,M2002,Fuel,2024-06-16,0,0.0,
E1032083,C101749,O5087,M2084,Travel,2024-02-19,0,0.0,
E1032084,C101541,O5535,M2147,Grocery,2025-03-03,0,0.0,
E1032085,C101468,O5527,M2047,Dining,2025-02-15,0,0.0,
E1032086,C102503,O5435,M2141,Retail,2025-07-13,0,0.0,
E1032087,C104214,O5316,M2119,Electronics,2025-05-21,0,0.0,
E1032088,C101471,O5434,M2000,Grocery,2024-06-15,1,709.27,2024-06-22
E1032089,C104572,O5126,M2132,Travel,2024-02-10,0,0.0,
E1032090,C104062,O5132,M2142,Entertainment,2024-11-24,0,0.0,
E1032091,C100580,O5197,M2006,Travel,2024-03-26,0,0.0,
E1032092,C103960,O5493,M2115,Health & Wellness,2025-05-23,0,0.0,
E1032093,C102960,O5201,M2135,Dining,2025-01-08,0,0.0,
E1032094,C102323,O5470,M2060,Entertainment,2024-01-02,1,2943.19,2024-01-05
E1032095,C104187,O5442,M2072,Electronics,2025-03-25,0,0.0,
E1032096,C104026,O5482,M2009,Dining,2024-10-08,0,0.0,
E1032097,C101688,O5101,M2085,Travel,2024-05-21,0,0.0,
E1032098,C102415,O5369,M2109,Fuel,2024-09-10,0,0.0,
E1032099,C102577,O5388,M2133,Fuel,2025-06-03,1,415.79,2025-06-21
E1032100,C102540,O5126,M2132,Travel,2024-05-02,0,0.0,
E1032101,C103551,O5553,M2032,Retail,2025-04-27,0,0.0,
E1032102,C100924,O5552,M2003,Dining,2025-06-11,1,885.39,2025-06-22
E1032103,C103394,O5027,M2025,Entertainment,2024-01-06,0,0.0,
E1032104,C101570,O5331,M2093,Electronics,2024-11-29,0,0.0,
E1032105,C104197,O5472,M2006,Travel,2024-05-17,0,0.0,
E1032106,C104366,O5188,M2096,Dining,2025-04-23,1,1217.17,2025-05-02
E1032107,C102354,O5378,M2017,Entertainment,2024-12-07,0,0.0,
E1032108,C102324,O5146,M2062,Retail,2024-06-02,0,0.0,
E1032109,C100956,O5042,M2102,Fuel,2024-01-08,1,1076.34,2024-02-04
E1032110,C100258,O5280,M2067,Travel,2024-08-23,0,0.0,
E1032111,C104020,O5151,M2006,Travel,2025-06-10,0,0.0,
E1032112,C103618,O5226,M2101,Travel,2024-12-27,0,0.0,
E1032113,C104615,O5044,M2084,Travel,2024-11-22,0,0.0,
E1032114,C101455,O5573,M2100,Grocery,2024-06-02,0,0.0,
E1032115,C104866,O5136,M2100,Grocery,2024-03-08,0,0.0,
E1032116,C103381,O5238,M2132,Travel,2024-09-25,0,0.0,
E1032117,C104554,O5457,M2032,Retail,2024-01-07,0,0.0,
E1032118,C100879,O5598,M2145,Entertainment,2025-05-28,1,388.55,2025-06-02
E1032119,C103271,O5330,M2061,Entertainment,2025-06-08,0,0.0,
E1032120,C104626,O5470,M2060,Entertainment,2024-12-22,0,0.0,
E1032121,C103473,O5419,M2024,Travel,2024-03-10,0,0.0,
E1032122,C102993,O5271,M2075,Electronics,2024-09-07,0,0.0,
E1032123,C103093,O5200,M2066,Retail,2025-02-26,1,810.13,2025-03-14
E1032124,C100234,O5074,M2061,Entertainment,2024-09-29,0,0.0,
E1032125,C101821,O5505,M2131,Electronics,2024-12-29,0,0.0,
E1032126,C102897,O5088,M2037,Retail,2025-05-14,1,2884.62,2025-05-17
E1032127,C104485,O5392,M2102,Fuel,2024-08-14,0,0.0,
E1032128,C102511,O5244,M2009,Dining,2024-05-30,0,0.0,
E1032129,C102588,O5224,M2047,Dining,2025-06-25,1,411.28,2025-07-08
E1032130,C102076,O5100,M2061,Entertainment,2024-01-28,0,0.0,
E1032131,C102180,O5359,M2098,Entertainment,2025-04-05,0,0.0,
E1032132,C101746,O5326,M2067,Travel,2024-08-25,0,0.0,
E1032133,C100533,O5564,M2113,Retail,2025-03-03,0,0.0,
E1032134,C103760,O5085,M2144,Travel,2024-04-16,0,0.0,
E1032135,C102695,O5170,M2024,Travel,2025-03-04,1,945.68,2025-03-22
E1032136,C102923,O5577,M2023,Electronics,2024-11-12,0,0.0,
E1032137,C101603,O5067,M2082,Dining,2025-05-15,0,0.0,
E1032138,C101575,O5105,M2063,Grocery,2024-10-22,0,0.0,
E1032139,C101114,O5004,M2058,Grocery,2025-02-26,0,0.0,
E1032140,C102711,O5244,M2009,Dining,2025-07-09,1,546.86,2025-07-15
E1032141,C101676,O5572,M2060,Entertainment,2025-02-01,0,0.0,
E1032142,C102535,O5314,M2040,Fuel,2024-02-27,1,539.76,2024-03-20
E1032143,C101923,O5187,M2041,Retail,2024-01-21,0,0.0,
E1032144,C101470,O5326,M2067,Travel,2024-05-02,0,0.0,
E1032145,C104672,O5203,M2004,Entertainment,2024-05-30,1,954.6,2024-06-22
E1032146,C103798,O5038,M2148,Retail,2024-03-21,0,0.0,
E1032147,C101897,O5408,M2019,Fuel,2024-08-10,1,1224.96,2024-08-23
E1032148,C104234,O5231,M2149,Retail,2025-06-07,1,240.91,2025-06-27
E1032149,C102089,O5584,M2146,Fuel,2024-07-03,0,0.0,
E1032150,C102283,O5369,M2109,Fuel,2025-04-21,0,0.0,
E1032151,C101492,O5515,M2136,Dining,2025-04-24,0,0.0,
E1032152,C102245,O5141,M2093,Electronics,2024-08-21,1,611.52,2024-08-25
E1032153,C101411,O5490,M2109,Fuel,2025-01-20,0,0.0,
E1032154,C103105,O5107,M2144,Travel,2024-06-12,0,0.0,
E1032155,C101305,O5285,M2132,Travel,2024-09-25,0,0.0,
E1032156,C104468,O5134,M2133,Fuel,2025-06-25,0,0.0,
E1032157,C100821,O5570,M2118,Travel,2025-06-16,0,0.0,
E1032158,C101236,O5200,M2066,Retail,2025-01-08,1,1359.57,2025-01-24
E1032159,C103348,O5124,M2138,Travel,2025-05-01,0,0.0,
E1032160,C103767,O5198,M2036,Electronics,2025-01-28,1,725.69,2025-02-11
E1032161,C104316,O5430,M2031,Travel,2024-05-10,0,0.0,
E1032162,C101633,O5097,M2006,Travel,2025-01-07,0,0.0,
E1032163,C102622,O5201,M2135,Dining,2024-12-20,0,0.0,
E1032164,C104649,O5257,M2149,Retail,2024-03-04,0,0.0,
E1032165,C102808,O5133,M2148,Retail,2024-10-11,0,0.0,
E1032166,C100109,O5015,M2037,Retail,2024-12-11,0,0.0,
E1032167,C102244,O5210,M2067,Travel,2025-05-21,1,15655.17,2025-06-12
E1032168,C102931,O5517,M2047,Dining,2024-01-25,0,0.0,
E1032169,C100948,O5588,M2063,Grocery,2024-02-29,1,2078.43,2024-03-19
E1032170,C100452,O5489,M2001,Entertainment,2025-05-13,0,0.0,
E1032171,C103523,O5479,M2012,Retail,2025-03-26,0,0.0,
E1032172,C100106,O5386,M2019,Fuel,2024-08-01,1,1082.17,2024-08-13
E1032173,C100004,O5476,M2035,Fuel,2024-07-12,0,0.0,
E1032174,C100136,O5179,M2026,Retail,2025-02-21,0,0.0,
E1032175,C100792,O5436,M2136,Dining,2025-05-25,0,0.0,
E1032176,C103512,O5224,M2047,Dining,2024-12-25,1,1074.05,2025-01-15
E1032177,C101663,O5116,M2058,Grocery,2024-10-22,0,0.0,
E1032178,C100414,O5270,M2142,Entertainment,2024-01-06,0,0.0,
E1032179,C103510,O5380,M2124,Electronics,2024-12-06,0,0.0,
E1032180,C100196,O5188,M2096,Dining,2024-09-16,0,0.0,
E1032181,C103665,O5091,M2031,Travel,2025-03-08,0,0.0,
E1032182,C101519,O5140,M2082,Dining,2024-01-03,0,0.0,
E1032183,C100595,O5191,M2083,Fuel,2024-05-28,0,0.0,
E1032184,C101525,O5246,M2041,Retail,2025-01-04,0,0.0,
E1032185,C104796,O5139,M2035,Fuel,2024-07-22,0,0.0,
E1032186,C100722,O5225,M2042,Dining,2024-05-16,1,1194.71,2024-06-12
E1032187,C102075,O5416,M2078,Fuel,2024-11-11,0,0.0,
E1032188,C100093,O5097,M2006,Travel,2025-01-24,0,0.0,
E1032189,C103046,O5442,M2072,Electronics,2024-04-16,0,0.0,
E1032190,C102894,O5557,M2063,Grocery,2025-07-10,0,0.0,
E1032191,C104209,O5570,M2118,Travel,2025-01-24,0,0.0,
E1032192,C104936,O5389,M2090,Grocery,2024-09-25,0,0.0,
E1032193,C101147,O5489,M2001,Entertainment,2024-07-30,1,512.05,2024-08-11
E1032194,C101574,O5551,M2051,Retail,2024-03-03,0,0.0,
E1032195,C102304,O5205,M2110,Retail,2024-06-26,1,2276.32,2024-07-22
E1032196,C104108,O5346,M2009,Dining,2024-10-05,0,0.0,
E1032197,C104835,O5184,M2042,Dining,2024-02-02,0,0.0,
E1032198,C103265,O5516,M2118,Travel,2024-10-07,1,418.21,2024-10-14
E1032199,C102601,O5081,M2057,Health & Wellness,2025-03-25,0,0.0,
E1032200,C101208,O5204,M2016,Health & Wellness,2024-11-30,1,648.58,2024-12-15
E1032201,C102082,O5042,M2102,Fuel,2024-10-21,1,589.22,2024-11-14
E1032202,C100249,O5061,M2101,Travel,2024-02-28,0,0.0,
E1032203,C100246,O5013,M2013,Fuel,2024-08-05,0,0.0,
E1032204,C103505,O5376,M2098,Entertainment,2024-04-23,0,0.0,
E1032205,C103237,O5223,M2000,Grocery,2025-06-08,1,4629.58,2025-07-05
E1032206,C103420,O5194,M2112,Dining,2025-01-11,0,0.0,
E1032207,C104223,O5328,M2058,Grocery,2024-04-10,1,1677.59,2024-04-22
E1032208,C103741,O5031,M2109,Fuel,2025-03-22,0,0.0,
E1032209,C101987,O5305,M2087,Dining,2025-03-15,0,0.0,
E1032210,C101372,O5135,M2115,Health & Wellness,2024-01-14,1,2435.73,2024-01-15
E1032211,C103307,O5104,M2059,Health & Wellness,2024-07-03,0,0.0,
E1032212,C103882,O5370,M2096,Dining,2024-03-12,1,8971.92,2024-03-21
E1032213,C101256,O5167,M2117,Dining,2025-05-15,1,1912.3,2025-05-19
E1032214,C103040,O5470,M2060,Entertainment,2025-03-06,0,0.0,
E1032215,C104159,O5272,M2039,Health & Wellness,2025-04-24,0,0.0,
E1032216,C102846,O5288,M2048,Retail,2024-07-21,0,0.0,
E1032217,C101227,O5111,M2137,Grocery,2025-06-22,0,0.0,
E1032218,C101531,O5272,M2039,Health & Wellness,2024-12-16,0,0.0,
E1032219,C104252,O5371,M2131,Electronics,2025-05-09,0,0.0,
E1032220,C100386,O5333,M2020,Travel,2024-09-13,0,0.0,
E1032221,C103680,O5116,M2058,Grocery,2025-04-17,0,0.0,
E1032222,C104966,O5006,M2062,Retail,2025-05-26,1,4672.98,2025-06-19
E1032223,C103797,O5576,M2077,Health & Wellness,2024-06-12,0,0.0,
E1032224,C102767,O5045,M2112,Dining,2024-07-07,0,0.0,
E1032225,C102104,O5087,M2084,Travel,2024-09-26,0,0.0,
E1032226,C100070,O5524,M2144,Travel,2024-01-25,0,0.0,
E1032227,C100496,O5433,M2037,Retail,2024-06-18,1,559.25,2024-06-24
E1032228,C104355,O5355,M2008,Health & Wellness,2024-12-28,0,0.0,
E1032229,C101507,O5178,M2069,Entertainment,2024-10-16,0,0.0,
E1032230,C102752,O5209,M2091,Electronics,2025-05-03,1,604.89,2025-05-22
E1032231,C101903,O5044,M2084,Travel,2024-06-09,0,0.0,
E1032232,C103992,O5027,M2025,Entertainment,2024-09-15,0,0.0,
E1032233,C100428,O5419,M2024,Travel,2024-07-11,1,539.35,2024-08-08
E1032234,C104237,O5013,M2013,Fuel,2024-10-11,0,0.0,
E1032235,C101656,O5515,M2136,Dining,2024-05-06,0,0.0,
E1032236,C102301,O5147,M2094,Grocery,2024-10-13,0,0.0,
E1032237,C101788,O5422,M2033,Electronics,2024-12-22,1,2824.15,2025-01-08
E1032238,C104871,O5016,M2000,Grocery,2024-04-30,0,0.0,
E1032239,C104411,O5045,M2112,Dining,2024-09-29,0,0.0,
E1032240,C101321,O5410,M2067,Travel,2024-10-11,0,0.0,
E1032241,C103834,O5546,M2144,Travel,2025-04-19,0,0.0,
E1032242,C101190,O5357,M2128,Dining,2025-01-28,0,0.0,
E1032243,C103684,O5517,M2047,Dining,2025-03-30,0,0.0,
E1032244,C104446,O5596,M2003,Dining,2024-07-30,1,1612.32,2024-08-15
E1032245,C102089,O5165,M2013,Fuel,2025-06-24,0,0.0,
E1032246,C104497,O5597,M2135,Dining,2024-08-25,0,0.0,
E1032247,C104486,O5312,M2022,Grocery,2025-05-13,0,0.0,
E1032248,C102435,O5492,M2122,Health & Wellness,2024-02-14,0,0.0,
E1032249,C103038,O5031,M2109,Fuel,2025-04-30,1,691.27,2025-05-04
E1032250,C101481,O5391,M2018,Fuel,2025-03-07,1,3021.26,2025-03-08
