customer_id,recency_days,frequency,monetary,cluster,segment,age,gender,city,income_bracket,tenure_months,card_type
C102071,53.0,1.0,939.31,0,Steady Redeemers,44,F,Port Davidtown,Mid,67,Centurion
C102072,-2.0,4.0,4017.69,3,"Champions (high-value, engaged)",27,F,Baileystad,Mid,82,Green
C102073,300.0,3.0,4920.81,2,At-Risk / Lapsing,21,F,Port Scott,High,64,Gold
C102074,22.0,4.0,3397.71,3,"Champions (high-value, engaged)",46,M,Geraldport,High,83,Platinum
C102075,35.0,3.0,7507.99,0,Steady Redeemers,24,M,Lake Lisabury,High,47,Green
C102076,50.0,3.0,5795.2300000000005,0,Steady Redeemers,51,F,Port Heather,Mid,6,Platinum
C102077,177.0,2.0,2822.06,0,Steady Redeemers,31,F,West David,Mid,16,Gold
C102078,57.0,2.0,5961.77,0,Steady Redeemers,26,M,North Roger,Affluent,146,Green
C102079,167.0,2.0,2165.96,0,Steady Redeemers,41,F,North Andrewfort,High,180,Platinum
C102080,10.0,3.0,2479.79,0,Steady Redeemers,44,F,Williamsville,Low,176,Green
C102081,-1.0,4.0,3658.97,3,"Champions (high-value, engaged)",44,M,Port Donnashire,Low,171,Gold
C102082,48.0,6.0,6505.12,3,"Champions (high-value, engaged)",43,F,South Davidview,Mid,39,Green
C102083,54.0,8.0,14124.66,3,"Champions (high-value, engaged)",30,F,North Kevintown,Affluent,177,Green
C102084,141.0,4.0,4929.18,3,"Champions (high-value, engaged)",21,M,Port Davidborough,Mid,113,Platinum
C102085,24.0,6.0,7027.23,3,"Champions (high-value, engaged)",33,F,East Ellen,Mid,140,Platinum
C102086,89.0,2.0,1062.33,0,Steady Redeemers,25,M,North Dustinview,Low,138,Green
C102087,155.0,3.0,4801.18,0,Steady Redeemers,42,F,Michaelhaven,High,71,Gold
C102088,487.0,1.0,6028.28,2,At-Risk / Lapsing,47,F,New Ashley,High,110,Platinum
C102089,142.0,1.0,844.52,0,Steady Redeemers,39,F,Port Belindatown,Mid,55,Platinum
C102090,233.0,3.0,5781.7300000000005,0,Steady Redeemers,37,M,Lake James,High,129,Gold
C102091,480.0,1.0,1243.15,2,At-Risk / Lapsing,34,M,Georgeside,Affluent,49,Platinum
C102092,245.0,3.0,2870.38,0,Steady Redeemers,48,F,Lake Coreyborough,Mid,164,Gold
C102093,170.0,2.0,3372.1099999999997,0,Steady Redeemers,21,M,Richardsonshire,Mid,21,Gold
C102094,234.0,2.0,2339.65,2,At-Risk / Lapsing,24,M,South Emily,Mid,37,Centurion
C102095,112.0,2.0,7682.43,0,Steady Redeemers,58,M,East Maryfurt,High,116,Green
C102096,5.0,3.0,1612.1,0,Steady Redeemers,24,F,Lewisbury,Mid,24,Green
C102097,62.0,4.0,2261.76,3,"Champions (high-value, engaged)",43,F,Rodriguezmouth,Mid,55,Green
C102098,45.0,4.0,9588.95,3,"Champions (high-value, engaged)",46,F,South Danielberg,High,25,Green
C102099,19.0,4.0,4660.18,3,"Champions (high-value, engaged)",21,M,Farmerport,Mid,135,Green
C102100,12.0,3.0,12340.36,3,"Champions (high-value, engaged)",21,M,North Markville,Affluent,127,Gold
C102101,322.0,1.0,457.35,2,At-Risk / Lapsing,51,F,Campbellport,Mid,93,Gold
C102102,560.0,0.0,0.0,1,Low-Engagement / New,27,F,Perezchester,Low,94,Green
C102103,211.0,2.0,5727.87,0,Steady Redeemers,27,M,Tracichester,High,71,Green
C102104,98.0,5.0,13561.49,3,"Champions (high-value, engaged)",32,M,Port Chad,High,122,Green
C102105,-15.0,4.0,2271.26,3,"Champions (high-value, engaged)",27,M,Crosbystad,Mid,24,Gold
C102106,560.0,0.0,0.0,1,Low-Engagement / New,43,F,North Yolanda,High,11,Gold
C102107,349.0,2.0,4056.93,2,At-Risk / Lapsing,24,M,Powersfurt,Affluent,73,Green
C102108,308.0,1.0,350.63,2,At-Risk / Lapsing,21,F,Millsland,Mid,12,Centurion
C102109,124.0,4.0,4697.21,3,"Champions (high-value, engaged)",50,M,East Ralphshire,Affluent,35,Gold
C102110,189.0,4.0,2173.71,3,"Champions (high-value, engaged)",25,M,Lake Saraburgh,Low,141,Platinum
C102111,-13.0,2.0,3668.76,0,Steady Redeemers,29,M,West Theresamouth,Mid,23,Green
C102112,38.0,3.0,992.7,0,Steady Redeemers,47,M,New Megan,Low,83,Platinum
C102113,164.0,6.0,15365.66,3,"Champions (high-value, engaged)",38,F,Martinezchester,High,167,Gold
C102114,152.0,4.0,10160.140000000001,3,"Champions (high-value, engaged)",50,F,Ramirezshire,High,88,Platinum
C102115,55.0,5.0,1675.4,3,"Champions (high-value, engaged)",47,M,Katelynfurt,Low,80,Gold
C102116,560.0,0.0,0.0,1,Low-Engagement / New,33,F,Thomasfurt,Mid,97,Centurion
C102117,255.0,5.0,5736.6900000000005,3,"Champions (high-value, engaged)",49,F,Dixonberg,Mid,140,Gold
C102118,418.0,1.0,2310.66,2,At-Risk / Lapsing,39,M,Rodriguezview,Low,34,Platinum
C102119,91.0,4.0,6439.1,3,"Champions (high-value, engaged)",31,M,Crawfordberg,High,75,Platinum
C102120,89.0,4.0,4223.8,3,"Champions (high-value, engaged)",41,M,North Joanland,High,159,Gold
C102121,416.0,1.0,779.38,2,At-Risk / Lapsing,23,M,Gregoryburgh,Mid,128,Gold
C102122,25.0,8.0,14161.78,3,"Champions (high-value, engaged)",47,M,Jacobsmouth,Affluent,141,Green
C102123,340.0,2.0,4171.74,2,At-Risk / Lapsing,45,M,West Christy,Mid,31,Platinum
C102124,53.0,4.0,7506.74,3,"Champions (high-value, engaged)",39,M,Port Charleshaven,Affluent,130,Gold
C102125,83.0,8.0,9296.81,3,"Champions (high-value, engaged)",21,F,Sparksborough,High,103,Gold
C102126,464.0,1.0,427.95,2,At-Risk / Lapsing,50,M,Ebonyfort,Mid,15,Green
C102127,225.0,3.0,3214.2,0,Steady Redeemers,42,M,Amyside,Low,57,Gold
C102128,28.0,6.0,5313.14,3,"Champions (high-value, engaged)",37,F,Port Anthonychester,High,75,Gold
C102129,40.0,1.0,575.13,0,Steady Redeemers,36,M,South Shannonfurt,Mid,34,Gold
C102130,440.0,1.0,801.12,2,At-Risk / Lapsing,32,M,Stevenston,Low,103,Gold
C102131,-7.0,4.0,3895.28,3,"Champions (high-value, engaged)",34,M,New Donna,Low,75,Green
C102132,560.0,0.0,0.0,1,Low-Engagement / New,46,F,Nicoleburgh,Mid,29,Green
C102133,25.0,3.0,4495.6900000000005,0,Steady Redeemers,32,M,Jordanport,Mid,16,Gold
C102134,239.0,3.0,10102.48,0,Steady Redeemers,34,F,Freemanville,High,167,Green
C102135,126.0,3.0,3149.2299999999996,0,Steady Redeemers,36,F,Kellerside,High,77,Gold
C102136,29.0,7.0,3362.51,3,"Champions (high-value, engaged)",36,F,Alvarezburgh,Low,37,Gold
C102137,22.0,8.0,12520.7,3,"Champions (high-value, engaged)",31,F,South Joseshire,High,81,Centurion
C102138,52.0,1.0,475.45,0,Steady Redeemers,36,M,Jensenstad,Low,149,Green
C102139,27.0,3.0,9008.58,3,"Champions (high-value, engaged)",41,M,Luketown,High,172,Green
C102140,37.0,7.0,19566.72,3,"Champions (high-value, engaged)",28,M,East Marystad,High,124,Gold
C102141,230.0,4.0,3559.6900000000005,3,"Champions (high-value, engaged)",36,M,Port Patriciamouth,Mid,19,Gold
C102142,105.0,3.0,3306.8,0,Steady Redeemers,59,F,Davisstad,High,102,Green
C102143,186.0,3.0,3018.0699999999997,0,Steady Redeemers,37,F,Robertton,Mid,136,Platinum
C102144,162.0,4.0,3347.58,3,"Champions (high-value, engaged)",27,M,East Jimmy,Mid,77,Gold
C102145,15.0,3.0,3074.29,0,Steady Redeemers,26,F,Brittanyland,High,41,Green
C102146,9.0,8.0,14584.8,3,"Champions (high-value, engaged)",24,F,Dannyburgh,Mid,61,Green
C102147,358.0,3.0,2483.54,2,At-Risk / Lapsing,55,F,New Markmouth,Mid,26,Platinum
C102148,251.0,2.0,2278.79,2,At-Risk / Lapsing,49,F,Bradleychester,Mid,71,Green
C102149,151.0,2.0,4385.65,0,Steady Redeemers,23,M,Andrewfort,High,103,Green
C102150,1.0,5.0,6654.12,3,"Champions (high-value, engaged)",40,M,West Nicholasfurt,Mid,70,Green
C102151,128.0,3.0,1577.47,0,Steady Redeemers,51,M,Ashleyfort,Low,107,Gold
C102152,359.0,1.0,3401.14,2,At-Risk / Lapsing,37,M,Lake Emilymouth,High,157,Platinum
C102153,229.0,3.0,4306.71,0,Steady Redeemers,32,M,Shawmouth,High,107,Green
C102154,98.0,2.0,803.03,0,Steady Redeemers,62,F,New Kevin,Low,103,Green
C102155,-21.0,3.0,2397.1,0,Steady Redeemers,21,F,Harrisland,Mid,19,Green
C102156,55.0,4.0,5000.2,3,"Champions (high-value, engaged)",66,F,West Joseph,Low,68,Gold
C102157,102.0,3.0,3157.6099999999997,0,Steady Redeemers,38,F,Wendyfurt,Mid,70,Green
C102158,375.0,2.0,857.5,2,At-Risk / Lapsing,52,M,New Julia,Mid,113,Platinum
C102159,31.0,4.0,17911.510000000002,3,"Champions (high-value, engaged)",24,M,Lake Meganville,High,57,Green
C102160,8.0,4.0,7798.21,3,"Champions (high-value, engaged)",30,F,Joshuashire,High,165,Green
C102161,-16.0,6.0,5005.83,3,"Champions (high-value, engaged)",26,M,Simmonsstad,Mid,61,Green
C102162,12.0,9.0,12415.15,3,"Champions (high-value, engaged)",36,F,Lake Madisonhaven,Mid,92,Platinum
C102163,114.0,6.0,13812.6,3,"Champions (high-value, engaged)",41,M,Ryanside,High,30,Gold
C102164,215.0,9.0,11134.55,3,"Champions (high-value, engaged)",49,F,Jamesfurt,Mid,153,Centurion
C102165,353.0,4.0,17078.39,2,At-Risk / Lapsing,21,F,Colleenmouth,Affluent,127,Green
C102166,179.0,3.0,2071.96,0,Steady Redeemers,39,F,North Courtney,Mid,115,Green
C102167,116.0,2.0,1663.22,0,Steady Redeemers,47,M,New Victor,Low,6,Gold
C102168,-1.0,6.0,9434.59,3,"Champions (high-value, engaged)",49,M,Adamsside,High,18,Gold
C102169,7.0,4.0,5700.57,3,"Champions (high-value, engaged)",33,F,Michaelton,Mid,10,Gold
C102170,12.0,8.0,17086.45,3,"Champions (high-value, engaged)",33,M,West Steven,High,92,Green
C102171,43.0,4.0,2348.12,3,"Champions (high-value, engaged)",36,F,East Julie,Low,139,Green
C102172,130.0,3.0,1304.89,0,Steady Redeemers,40,F,Meganchester,Low,77,Green
C102173,168.0,4.0,6371.09,3,"Champions (high-value, engaged)",52,M,Michelleland,High,101,Gold
C102174,173.0,1.0,558.42,0,Steady Redeemers,24,M,Port Robert,Mid,84,Gold
C102175,370.0,2.0,2246.58,2,At-Risk / Lapsing,29,F,Debbieview,High,52,Platinum
C102176,32.0,4.0,3053.2,3,"Champions (high-value, engaged)",23,M,South John,Mid,31,Green
C102177,-4.0,5.0,6134.65,3,"Champions (high-value, engaged)",42,M,East Anthony,Mid,145,Platinum
C102178,118.0,5.0,7860.15,3,"Champions (high-value, engaged)",50,M,Stevenside,High,110,Gold
C102179,-5.0,5.0,3490.9300000000003,3,"Champions (high-value, engaged)",22,M,Hendersonton,Mid,93,Green
C102180,240.0,3.0,2240.79,0,Steady Redeemers,38,M,East Joseph,Mid,164,Centurion
C102181,61.0,3.0,2243.0299999999997,0,Steady Redeemers,49,M,West Kristineview,Mid,154,Gold
C102182,3.0,2.0,743.96,0,Steady Redeemers,46,F,Lake Melissa,Low,53,Gold
C102183,85.0,3.0,3950.67,0,Steady Redeemers,46,F,Caseyton,Mid,145,Gold
C102184,330.0,1.0,1688.13,2,At-Risk / Lapsing,24,F,West Carolynland,High,86,Green
C102185,138.0,7.0,18606.34,3,"Champions (high-value, engaged)",46,M,Mosleyland,Affluent,153,Gold
C102186,138.0,2.0,1511.31,0,Steady Redeemers,35,F,Hahnberg,High,2,Platinum
C102187,14.0,3.0,5097.45,0,Steady Redeemers,49,F,North Ashley,High,86,Green
C102188,560.0,0.0,0.0,1,Low-Engagement / New,42,M,New Elizabethshire,High,133,Gold
C102189,34.0,6.0,14027.130000000001,3,"Champions (high-value, engaged)",29,M,Tylerland,High,4,Platinum
C102190,90.0,5.0,5045.570000000001,3,"Champions (high-value, engaged)",41,M,New David,Mid,164,Green
C102191,560.0,0.0,0.0,1,Low-Engagement / New,47,M,Markshire,Affluent,6,Green
C102192,8.0,2.0,1555.1,0,Steady Redeemers,32,F,Shafferbury,High,149,Green
C102193,-10.0,5.0,7469.08,3,"Champions (high-value, engaged)",39,M,Robinsonville,Mid,118,Gold
C102194,48.0,4.0,2268.38,3,"Champions (high-value, engaged)",23,F,East Tara,Low,89,Platinum
C102195,99.0,2.0,1867.4299999999998,0,Steady Redeemers,44,M,Ortizshire,Mid,154,Gold
C102196,267.0,1.0,1038.51,2,At-Risk / Lapsing,37,F,South Amandaville,Mid,167,Green
C102197,93.0,2.0,5115.76,0,Steady Redeemers,48,M,Amyfort,High,161,Gold
C102198,365.0,1.0,2591.98,2,At-Risk / Lapsing,43,M,West Natasha,Mid,14,Platinum
C102199,-4.0,3.0,1559.66,0,Steady Redeemers,33,F,West Thomas,Mid,56,Green
C102200,126.0,4.0,11310.94,3,"Champions (high-value, engaged)",28,F,Loritown,Affluent,81,Platinum
C102201,289.0,2.0,1374.35,2,At-Risk / Lapsing,26,F,Port Joditon,Low,149,Platinum
C102202,321.0,7.0,9437.03,3,"Champions (high-value, engaged)",32,F,West Angela,Mid,46,Green
C102203,291.0,3.0,3388.62,2,At-Risk / Lapsing,47,M,Daniellestad,Low,144,Green
C102204,50.0,3.0,4248.61,0,Steady Redeemers,21,M,New Michellemouth,High,16,Gold
C102205,187.0,2.0,4404.06,0,Steady Redeemers,26,F,Smithfurt,Affluent,120,Gold
C102206,2.0,4.0,8826.800000000001,3,"Champions (high-value, engaged)",47,F,Kevinbury,Mid,84,Platinum
C102207,231.0,5.0,5038.76,3,"Champions (high-value, engaged)",52,M,Jasonburgh,High,157,Gold
C102208,13.0,3.0,3632.04,0,Steady Redeemers,27,F,Welchchester,Mid,8,Green
C102209,-26.0,3.0,8430.28,3,"Champions (high-value, engaged)",26,F,West Michellefort,Affluent,88,Green
C102210,560.0,0.0,0.0,1,Low-Engagement / New,53,F,Mclaughlinmouth,High,131,Platinum
C102211,85.0,2.0,2088.87,0,Steady Redeemers,36,M,Mcdowellville,High,19,Green
C102212,137.0,4.0,2613.42,3,"Champions (high-value, engaged)",28,M,Lake Jose,Low,97,Gold
C102213,95.0,2.0,2109.7200000000003,0,Steady Redeemers,49,M,West Robertside,Affluent,66,Green
C102214,188.0,4.0,5576.57,3,"Champions (high-value, engaged)",43,M,Shawntown,High,79,Green
C102215,560.0,0.0,0.0,1,Low-Engagement / New,46,M,Lake Darlenemouth,Mid,86,Green
C102216,140.0,2.0,3863.04,0,Steady Redeemers,28,M,North Richard,High,124,Green
C102217,220.0,4.0,5597.1,3,"Champions (high-value, engaged)",42,M,Leeland,Mid,150,Gold
C102218,76.0,3.0,5726.82,0,Steady Redeemers,51,M,East Johnberg,High,46,Green
C102219,269.0,1.0,332.64,2,At-Risk / Lapsing,45,M,Sparksmouth,Low,113,Platinum
C102220,339.0,3.0,1895.77,2,At-Risk / Lapsing,48,M,Mendozaberg,High,91,Gold
C102221,287.0,3.0,1550.21,2,At-Risk / Lapsing,53,M,Glennshire,Mid,141,Gold
C102222,11.0,6.0,4995.76,3,"Champions (high-value, engaged)",42,M,Laurenborough,Low,33,Gold
C102223,521.0,1.0,449.03,2,At-Risk / Lapsing,31,M,South Michaelfurt,Mid,133,Gold
C102224,380.0,2.0,4675.129999999999,2,At-Risk / Lapsing,47,F,Duffyshire,Low,77,Green
C102225,17.0,4.0,6330.63,3,"Champions (high-value, engaged)",25,F,North Stacy,Mid,155,Centurion
C102226,16.0,7.0,7873.849999999999,3,"Champions (high-value, engaged)",35,M,North Terri,Mid,121,Gold
C102227,104.0,8.0,6288.75,3,"Champions (high-value, engaged)",44,F,West Jacqueline,Mid,128,Green
C102228,16.0,9.0,10099.96,3,"Champions (high-value, engaged)",21,M,North Richard,Mid,78,Gold
C102229,121.0,3.0,4722.6,0,Steady Redeemers,40,F,Burkeberg,Mid,152,Gold
C102230,47.0,5.0,9632.01,3,"Champions (high-value, engaged)",41,M,West Georgeshire,High,67,Green
C102231,358.0,3.0,2596.48,2,At-Risk / Lapsing,25,F,North Jenniferchester,Low,115,Platinum
C102232,-16.0,2.0,10639.59,0,Steady Redeemers,41,M,Wilcoxfort,Affluent,63,Green
C102233,366.0,1.0,556.37,2,At-Risk / Lapsing,40,M,East Jenniferborough,High,113,Gold
C102234,338.0,3.0,5541.210000000001,2,At-Risk / Lapsing,38,M,Keithfort,High,94,Centurion
C102235,453.0,1.0,872.99,2,At-Risk / Lapsing,51,F,Andersonborough,Mid,48,Green
C102236,142.0,3.0,9097.53,0,Steady Redeemers,47,M,Port Justin,High,12,Green
C102237,367.0,1.0,2706.02,2,At-Risk / Lapsing,45,M,South Henry,Low,156,Green
C102238,30.0,7.0,6493.97,3,"Champions (high-value, engaged)",26,M,North Kelly,Low,172,Green
C102239,359.0,1.0,4287.71,2,At-Risk / Lapsing,37,F,Joemouth,Mid,171,Green
C102240,239.0,5.0,10462.7,3,"Champions (high-value, engaged)",51,M,West Brandi,High,145,Platinum
C102241,6.0,1.0,233.5,0,Steady Redeemers,35,F,Millerfort,Low,40,Platinum
C102242,133.0,7.0,8697.59,3,"Champions (high-value, engaged)",55,M,Port Marcus,Mid,177,Gold
C102243,97.0,3.0,5795.51,0,Steady Redeemers,45,F,Mcdanielfurt,Affluent,85,Green
C102244,18.0,4.0,20722.59,3,"Champions (high-value, engaged)",56,M,Fitzgeraldview,High,57,Platinum
C102245,246.0,2.0,1132.02,2,At-Risk / Lapsing,26,M,North Angelaton,Mid,87,Gold
C102246,60.0,2.0,575.05,0,Steady Redeemers,36,F,Sarahfort,Low,84,Green
C102247,62.0,1.0,1645.88,0,Steady Redeemers,37,F,Wendyton,High,121,Gold
C102248,-6.0,4.0,4227.360000000001,3,"Champions (high-value, engaged)",44,F,West Williamfurt,Mid,74,Green
C102249,266.0,2.0,817.7,2,At-Risk / Lapsing,29,F,Tiffanystad,Low,107,Platinum
C102250,157.0,9.0,10319.82,3,"Champions (high-value, engaged)",21,M,New Blake,Low,124,Gold
C102251,387.0,1.0,789.92,2,At-Risk / Lapsing,42,F,West Geoffrey,Affluent,100,Gold
C102252,373.0,3.0,4502.76,2,At-Risk / Lapsing,33,F,Conradmouth,High,43,Gold
C102253,54.0,1.0,660.03,0,Steady Redeemers,32,M,North Logan,High,119,Gold
C102254,8.0,2.0,4707.71,0,Steady Redeemers,30,M,Thomasville,High,23,Green
C102255,77.0,1.0,394.42,0,Steady Redeemers,39,M,Bradleyberg,Mid,155,Gold
C102256,34.0,4.0,6159.44,3,"Champions (high-value, engaged)",26,M,Savageview,Mid,37,Platinum
C102257,134.0,4.0,5033.6900000000005,3,"Champions (high-value, engaged)",35,M,Saraport,Mid,134,Green
C102258,123.0,2.0,2898.01,0,Steady Redeemers,28,F,Chloeview,Mid,65,Centurion
C102259,560.0,0.0,0.0,1,Low-Engagement / New,31,F,Ryanburgh,Mid,134,Gold
C102260,16.0,7.0,17273.69,3,"Champions (high-value, engaged)",41,F,Jillianfort,High,178,Green
C102261,309.0,3.0,7435.77,2,At-Risk / Lapsing,45,M,New Melissa,Mid,22,Gold
C102262,159.0,3.0,4255.2,0,Steady Redeemers,34,M,Brownberg,High,105,Platinum
C102263,45.0,7.0,5719.2,3,"Champions (high-value, engaged)",48,F,East Isaacfort,Mid,88,Gold
C102264,76.0,6.0,4806.84,3,"Champions (high-value, engaged)",27,F,Frankmouth,Mid,153,Gold
C102265,42.0,2.0,2990.66,0,Steady Redeemers,21,F,Wilsonfort,Mid,125,Gold
C102266,95.0,2.0,1510.2,0,Steady Redeemers,23,F,South Michaelside,Mid,79,Gold
C102267,560.0,0.0,0.0,1,Low-Engagement / New,26,M,Ellisville,High,90,Green
C102268,359.0,1.0,8644.42,2,At-Risk / Lapsing,23,M,North Michael,Mid,51,Green
C102269,48.0,4.0,4145.46,3,"Champions (high-value, engaged)",60,M,Port Justin,Mid,176,Green
C102270,29.0,1.0,7579.77,0,Steady Redeemers,21,M,Lake William,Low,102,Green
C102271,294.0,3.0,2551.52,2,At-Risk / Lapsing,48,M,Annashire,Mid,106,Green
C102272,126.0,3.0,1633.65,0,Steady Redeemers,37,F,New Whitney,Mid,60,Gold
C102273,233.0,2.0,9018.76,0,Steady Redeemers,40,F,New Katieburgh,High,46,Gold
C102274,200.0,5.0,6859.01,3,"Champions (high-value, engaged)",28,F,Knappbury,Affluent,36,Green
C102275,224.0,1.0,1532.98,2,At-Risk / Lapsing,41,F,Rhodesmouth,Mid,166,Green
C102276,34.0,5.0,4817.1900000000005,3,"Champions (high-value, engaged)",27,F,West Erinville,High,11,Green
C102277,274.0,2.0,1282.27,2,At-Risk / Lapsing,48,F,Brooksville,Mid,12,Green
C102278,560.0,0.0,0.0,1,Low-Engagement / New,49,F,Ericland,Mid,170,Green
C102279,253.0,1.0,1283.21,2,At-Risk / Lapsing,36,M,Rivasfort,Low,39,Gold
C102280,82.0,3.0,2477.38,0,Steady Redeemers,37,M,Fullerview,Mid,139,Green
C102281,45.0,1.0,3637.05,0,Steady Redeemers,42,M,West Taramouth,Mid,36,Gold
C102282,1.0,5.0,4151.89,3,"Champions (high-value, engaged)",42,M,Staceyshire,Mid,52,Gold
C102283,560.0,0.0,0.0,1,Low-Engagement / New,49,F,East Michelle,Low,31,Green
C102284,300.0,1.0,4026.69,2,At-Risk / Lapsing,48,M,Marcuston,Low,33,Green
C102285,432.0,1.0,545.44,2,At-Risk / Lapsing,37,M,New Stephaniefurt,Mid,141,Green
C102286,12.0,4.0,10540.69,3,"Champions (high-value, engaged)",32,M,South Jonathanbury,Affluent,146,Green
C102287,120.0,1.0,451.6,0,Steady Redeemers,46,M,Davisborough,Mid,169,Green
C102288,225.0,2.0,4391.97,0,Steady Redeemers,36,M,South Kimberly,Mid,58,Platinum
C102289,81.0,1.0,755.59,0,Steady Redeemers,39,M,Deborahberg,Low,152,Green
C102290,72.0,3.0,3606.11,0,Steady Redeemers,43,M,West Travischester,Mid,128,Centurion
C102291,220.0,2.0,2648.22,0,Steady Redeemers,48,M,Rebeccaberg,Mid,31,Green
C102292,-2.0,4.0,2490.99,3,"Champions (high-value, engaged)",40,M,Elizabethstad,Mid,55,Platinum
C102293,57.0,4.0,2657.54,3,"Champions (high-value, engaged)",31,M,South Sean,Mid,10,Gold
C102294,266.0,7.0,6141.56,3,"Champions (high-value, engaged)",57,F,Alvarezshire,Low,130,Green
C102295,20.0,4.0,2516.25,3,"Champions (high-value, engaged)",54,M,Davischester,Low,15,Green
C102296,560.0,0.0,0.0,1,Low-Engagement / New,26,M,Christinachester,Mid,3,Gold
C102297,245.0,1.0,378.11,2,At-Risk / Lapsing,27,F,Davishaven,Low,43,Platinum
C102298,403.0,3.0,1428.22,2,At-Risk / Lapsing,29,M,Teresabury,Low,159,Green
C102299,354.0,1.0,314.83,2,At-Risk / Lapsing,47,M,South Alison,Mid,67,Green
C102300,38.0,3.0,6890.9,0,Steady Redeemers,58,F,West Taylorland,High,56,Green
C102301,189.0,3.0,4561.63,0,Steady Redeemers,32,F,Evansberg,Mid,63,Green
C102302,25.0,6.0,10643.81,3,"Champions (high-value, engaged)",39,M,Mckenziehaven,Mid,15,Platinum
C102303,52.0,1.0,623.86,0,Steady Redeemers,29,F,Phillipston,Mid,109,Gold
C102304,-21.0,10.0,28167.95,3,"Champions (high-value, engaged)",56,F,North Williamhaven,Affluent,116,Green
C102305,77.0,2.0,2983.82,0,Steady Redeemers,47,M,Gutierrezmouth,Mid,92,Green
C102306,209.0,2.0,686.2,0,Steady Redeemers,28,F,Michaelshire,Low,138,Green
C102307,68.0,5.0,3944.55,3,"Champions (high-value, engaged)",21,F,Port Wesleyville,Mid,166,Platinum
C102308,62.0,4.0,2274.5699999999997,3,"Champions (high-value, engaged)",49,M,Whiteburgh,Low,47,Platinum
C102309,21.0,1.0,3521.19,0,Steady Redeemers,31,F,Williamschester,Mid,57,Green
C102310,144.0,3.0,1879.08,0,Steady Redeemers,47,M,Leemouth,Mid,50,Gold
C102311,257.0,6.0,5418.69,3,"Champions (high-value, engaged)",41,F,Hansonview,High,71,Platinum
C102312,52.0,6.0,14162.54,3,"Champions (high-value, engaged)",21,F,Tammyburgh,Mid,143,Green
C102313,59.0,6.0,7365.62,3,"Champions (high-value, engaged)",29,M,East Christian,High,146,Green
C102314,174.0,2.0,3525.35,0,Steady Redeemers,34,F,Monicaville,Affluent,82,Green
C102315,55.0,4.0,4574.71,3,"Champions (high-value, engaged)",30,F,Fergusontown,Low,116,Green
C102316,483.0,1.0,428.65,2,At-Risk / Lapsing,39,F,Wilsonburgh,Mid,105,Green
C102317,298.0,3.0,2663.8900000000003,2,At-Risk / Lapsing,42,M,Stevensfurt,Mid,88,Centurion
C102318,10.0,4.0,4276.349999999999,3,"Champions (high-value, engaged)",57,M,Turnerstad,Mid,2,Gold
C102319,218.0,1.0,866.12,2,At-Risk / Lapsing,43,F,Ballardland,Mid,104,Green
C102320,266.0,1.0,1408.73,2,At-Risk / Lapsing,54,M,East Alexander,Affluent,84,Green
C102321,54.0,3.0,6804.39,0,Steady Redeemers,32,M,Port Allenborough,High,43,Gold
C102322,128.0,6.0,4448.33,3,"Champions (high-value, engaged)",50,F,East Timothyberg,Mid,154,Green
C102323,193.0,3.0,6049.34,0,Steady Redeemers,33,M,South Megan,Mid,71,Green
C102324,187.0,1.0,882.38,0,Steady Redeemers,27,M,North Kevin,High,166,Green
C102325,241.0,4.0,11304.11,3,"Champions (high-value, engaged)",27,M,Hernandezchester,Affluent,94,Gold
C102326,91.0,5.0,10667.58,3,"Champions (high-value, engaged)",21,M,North Gabrielberg,High,42,Green
C102327,214.0,4.0,8406.09,3,"Champions (high-value, engaged)",47,M,Maynardfort,Low,133,Green
C102328,543.0,1.0,1126.53,2,At-Risk / Lapsing,23,M,Port Shannonbury,Mid,139,Gold
C102329,182.0,3.0,1373.4,0,Steady Redeemers,53,M,West Ashley,Low,65,Green
C102330,244.0,4.0,2748.62,3,"Champions (high-value, engaged)",36,F,Williamstown,Mid,34,Centurion
C102331,352.0,1.0,479.11,2,At-Risk / Lapsing,21,M,Lake Melaniechester,Low,120,Gold
C102332,560.0,0.0,0.0,1,Low-Engagement / New,25,F,Allisonshire,Mid,1,Green
C102333,191.0,3.0,6115.87,0,Steady Redeemers,40,M,Benjaminfurt,High,130,Green
C102334,15.0,4.0,2979.19,3,"Champions (high-value, engaged)",21,F,Palmerfort,Low,148,Gold
C102335,-1.0,4.0,5611.4,3,"Champions (high-value, engaged)",44,F,Lake Bruce,Mid,61,Green
C102336,79.0,8.0,12501.25,3,"Champions (high-value, engaged)",21,F,South Barbaraside,Mid,149,Platinum
C102337,560.0,0.0,0.0,1,Low-Engagement / New,29,F,West Patriciachester,Mid,88,Gold
C102338,201.0,3.0,2318.73,0,Steady Redeemers,40,M,Wilsonstad,Low,68,Gold
C102339,276.0,2.0,3547.32,2,At-Risk / Lapsing,43,M,Terrytown,Mid,127,Centurion
C102340,560.0,0.0,0.0,1,Low-Engagement / New,46,F,West Jessica,High,140,Green
C102341,431.0,1.0,434.57,2,At-Risk / Lapsing,23,F,Cooperbury,Low,22,Gold
C102342,399.0,2.0,2359.32,2,At-Risk / Lapsing,34,F,New Regina,Low,148,Gold
C102343,99.0,8.0,10275.62,3,"Champions (high-value, engaged)",50,F,Sandramouth,Mid,82,Platinum
C102344,149.0,1.0,5233.08,0,Steady Redeemers,34,M,West Jennifer,Affluent,129,Gold
